Title,Product categories,Content,Sku,Additional Features Filter,Commutation for 3 phase motors,Supply Voltage DC 1,DC Supply Voltage Range,AC Supply Voltage Range,Status,Family,Form Factor,Product Series,Current Continuous (A),Current Peak (A),Network Commutation,Functional Safety,Size,Weight,Control_Command,Primary Feedback,Operating Mode,Motor Type,Drive Intelligence,Auxiliary Feedback,Network Communication,Network Configuration Service Channel,Environment,Separate Logic Supply,Isolation,Primary I/O Logic Level,Rated Power Continuous,Rated Power Peak,AC Supply Voltage,AC Input Phases Note,Built-in Shunt Resistor,Built-in Shunt Regulator,Additional Features,Digital Inputs 5v,Digital Outputs 5v,Digital Inputs 24v,Digital Outputs 24v,General Purpose IO,Aninputs,Anoutputs,Inductance Line to Line,Output Voltage DC,Clamping Voltage,AC Input phases,Rated Dissipation Capability,device_description,DC Supply Voltage (VDC)
B40A40,Servo Drives,<br>The B40A40 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,B40A40,,Trapezoidal,60|72|96|170|295|340,60 - 400,,Discontinued,Classic (Discontinued),Panel Mount,,20,40,None,,234.7 x 159.4 x 63.8,2100,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,Yes,5V TTL,7.6,15.2,,,,,,,,,,,,,,,,,,,60|72|96|170|295|340
B40A40AC,Servo Drives,<br>The B40A40AC is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,B40A40AC,,Trapezoidal,60|72|96|170|295|340,60 - 400,45 - 265,Discontinued,Classic (Discontinued),Panel Mount,,20,40,None,,234.7 x 163.7 x 114.2,3100,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,Yes,5V TTL,7.6,15.2,208|240,,1,1,,,,,,,,,,,,3,,,60|72|96|170|295|340
B40A8,Servo Drives,<br>The B40A8 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,B40A8,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B40A8I,Servo Drives,<br>The B40A8I is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,B40A8I,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B50A20,Servo Drives,The B50A20 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,B50A20,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B50A8,Servo Drives,The B50A8 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,B50A8,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B60A40,Servo Drives,The B60A40 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,B60A40,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B60A40AC,Servo Drives,The B60A40AC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,B60A40AC,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B80A20,Servo Drives,The B80A20 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,B80A20,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B80A40,Servo Drives,The B80A40 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,B80A40,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD15A8,Servo Drives,<br>The BD15A8 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BD15A8,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD25A20,Servo Drives,<br>The BD25A20 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BD25A20,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD25A20AC,Servo Drives,<br>The BD25A20AC is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BD25A20AC,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD30A8,Servo Drives,<br>The BD30A8 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BD30A8,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDC30A8,Servo Drives,<br>The BDC30A8 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BDC30A8,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD40A20,Servo Drives,<br>The BD40A20 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BD40A20,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD40A8,Servo Drives,<br>The BD40A8 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BD40A8,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDC40A20,Servo Drives,<br>The BDC40A20 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BDC40A20,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE12A6,Servo Drives,<br>The BE12A6 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE12A6,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE15A8,Servo Drives,<br>The BE15A8 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE15A8,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE15A8-H,Servo Drives,<br>The BE15A8-H is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE15A8-H,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE25A20,Servo Drives,<br>The BE25A20 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE25A20,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE25A20AC,Servo Drives,<br>The BE25A20AC is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE25A20AC,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE25A20FAC,Servo Drives,<br>The BE25A20FAC is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE25A20FAC,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE25A20I,Servo Drives,<br>The BE25A20I is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE25A20I,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE25A40,Servo Drives,<br>The BE25A40 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE25A40,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE25A40AC,Servo Drives,<br>The BE25A40AC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE25A40AC,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE30A8,Servo Drives,<br>The BE30A8 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE30A8,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE30A8I,Servo Drives,<br>The BE30A8I is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE30A8I,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE40A20,Servo Drives,<br>The BE40A20 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE40A20,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE40A20I,Servo Drives,<br>The BE40A20I is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE40A20I,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE40A8,Servo Drives,<br>The BE40A8 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE40A8,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE40A8I,Servo Drives,<br>The BE40A8I is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE40A8I,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE80A20,Servo Drives,The BE80A20 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE80A20,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE80A40,Servo Drives,The BE80A40 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BE80A40,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFC15030800,Filter Cards,The BFC15030800 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this filter card can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BFC15030800,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX15A20,Servo Drives,The BX15A20 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BX15A20,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX25A20,Servo Drives,The BX25A20 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BX25A20,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX25A20AC,Servo Drives,The BX25A20AC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BX25A20AC,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX30A8,Servo Drives,The BX30A8 is a discontinued product and is not available for purchase. Download the replacement and retrofit document in the Product Notes section below. Additional support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,BX30A8,,,,,,Discontinued,Classic (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201E20A8BDC,Servo Drives,The DC201E20A8BDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201E20A8BDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201E25A20NAC,Servo Drives,The DC201E25A20NAC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201E25A20NAC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201E30A40LDC,Servo Drives,The DC201E30A40LDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201E30A40LDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201E30A40NAC,Servo Drives,The DC201E30A40NAC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201E30A40NAC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201E30A40NDC,Servo Drives,The DC201E30A40NDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201E30A40NDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201E40A8BDC,Servo Drives,The DC201E40A8BDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201E40A8BDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201E60A40LDC,Servo Drives,The DC201E60A40LDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201E60A40LDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201E60A40NAC,Servo Drives,The DC201E60A40NAC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201E60A40NAC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201E60A40NDC,Servo Drives,The DC201E60A40NDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201E60A40NDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201R100A40NDC,Servo Drives,The DC201R100A40NDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201R100A40NDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201R15A40NAC,Servo Drives,The DC201R15A40NAC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201R15A40NAC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201R20A8BDC,Servo Drives,The DC201R20A8BDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201R20A8BDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201R25A20NAC,Servo Drives,The DC201R25A20NAC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201R25A20NAC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201R30A40LDC,Servo Drives,The DC201R30A40LDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201R30A40LDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201R30A40NAC,Servo Drives,The DC201R30A40NAC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201R30A40NAC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201R40A8BDC,Servo Drives,The DC201R40A8BDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201R40A8BDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC201R60A40NDC,Servo Drives,The DC201R60A40NDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC201R60A40NDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC202EE20A8BDC,Servo Drives,The DC202EE20A8BDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC202EE20A8BDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC202EE20A8BDC-QD1,Servo Drives,The DC202EE20A8BDC-QD1 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC202EE20A8BDC-QD1,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC202EE25A20NAC,Servo Drives,The DC202EE25A20NAC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC202EE25A20NAC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC202EE30A40NAC,Servo Drives,The DC202EE30A40NAC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC202EE30A40NAC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC202EE30A40NDC,Servo Drives,The DC202EE30A40NDC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DC202EE30A40NDC,,,,,,Discontinued,200 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCR301EE30A40LAC,Servo Drives,The DCR301EE30A40LAC is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DCR301EE30A40LAC,,,,,,Discontinued,300 Series (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIA-060A400,Servo Drives,<br>The DPCANIA-060A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIA-060A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIA-100A400,Servo Drives,<br>The DPCANIA-100A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIA-100A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIE-015A400,Servo Drives,<br>The DPCANIE-015A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIE-015A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIE-015N400,Servo Drives,<br>The DPCANIE-015N400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIE-015N400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIE-025N200,Servo Drives,<br>The DPCANIE-025N200 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIE-025N200,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIE-060A400,Servo Drives,The DPCANIE-060A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIE-060A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIE-100A400,Servo Drives,The DPCANIE-100A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIE-100A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIR-015A400,Servo Drives,<br>The DPCANIR-015A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIR-015A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
