Title,Product categories,Content,Sku,Additional Features Filter,Commutation for 3 phase motors,Supply Voltage DC 1,DC Supply Voltage Range,AC Supply Voltage Range,Status,Family,Form Factor,Product Series,Current Continuous (A),Current Peak (A),Network Commutation,Functional Safety,Size,Weight,Control_Command,Primary Feedback,Operating Mode,Motor Type,Drive Intelligence,Auxiliary Feedback,Network Communication,Network Configuration Service Channel,Environment,Separate Logic Supply,Isolation,Primary I/O Logic Level,Rated Power Continuous,Rated Power Peak,AC Supply Voltage,AC Input Phases Note,Built-in Shunt Resistor,Built-in Shunt Regulator,Additional Features,Digital Inputs 5v,Digital Outputs 5v,Digital Inputs 24v,Digital Outputs 24v,General Purpose IO,Aninputs,Anoutputs,Inductance Line to Line,Output Voltage DC,Clamping Voltage,AC Input phases,Rated Dissipation Capability,device_description,DC Supply Voltage (VDC)
DZSANTU-020B080,Servo Drives,<br>The DZSANTU-020B080 DigiFlex® Performance™ pcb mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. DZSANTU servo drives are designed for use as sub-nodes on an EtherCAT® network and must be used in conjunction with a DZEANTU node. This drive utilizes DxM™ Technology and is commissioned with DriveWare® via a USB interface.,DZSANTU-020B080,,Sinusoidal|Trapezoidal,24|36|48|60|72,18 - 80,,Discontinued,DigiFlex Performance,PCB Mount,DZE,10,20,DxM Technology,Safe Torque Off (STO),88.9 x 63.5 x 20.1,124,Over the Network,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,None,Incremental Encoder,DxM Technology,USB,Standard,Universal,,5V TTL,0.8,1.5,,,,,,8,5,,,,1,,,,,,,DescFile-002|,24|36|48|60|72
AZBH20A8,Servo Drives,<br>The AZBH20A8 AxCent™ pcb mount servo motor drive is targeted for centralized control and offers high bandwidth and quick response times.,AZBH20A8,,Trapezoidal,10|12|24|36|48|60|72,Oct-80,,Active,AxCent,PCB Mount,AZ_10V_Brushless,12,20,None,,63.5 x 50.8 x 22.9,94.5,±10 V Analog,Halls|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,0.9,1.5,,,,,,,,,,,,,,,,,,,10|12|24|36|48|60|72
AZXBE25A8,Servo Drives,"<br>The AZXBE25A8 AxCent™ extended environment pcb mount servo motor driver is targeted for centralized control in harsh temperatures or rugged environments, and offers high bandwidth and quick response times.",AZXBE25A8,,Trapezoidal,10|12|24|36|48|60|72,Oct-80,,Active,AxCent,PCB Mount,AZX_10V,12.5,25,None,,76.2 x 50.8 x 22.9,122,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Extended,,,5V TTL,1,1.9,,,,,,,,,,,,,,,,,,,10|12|24|36|48|60|72
AZBE20A8,Servo Drives,<br>The AZBE20A8 AxCent™ pcb mount servo motor drive is targeted for centralized control and offers high bandwidth and quick response times.,AZBE20A8,,Trapezoidal,10|12|24|36|48|60|72,Oct-80,,Active,AxCent,PCB Mount,AZ_10V_Brushless,12,20,None,,63.5 x 50.8 x 22.9,94.5,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,0.9,1.5,,,,,,,,,,,,,,,,,,,10|12|24|36|48|60|72
AZXBDC25A8,Servo Drives,"<br>The AZXBDC25A8 AxCent™ extended environment pcb mount servo motor driver is targeted for centralized control in harsh temperatures or rugged environments, and offers high bandwidth and quick response times.",AZXBDC25A8,,Trapezoidal,10|12|24|36|48|60|72,Oct-80,,Active,AxCent,PCB Mount,AZX_PWM,12.5,25,None,,76.2 x 50.8 x 22.9,119,PWM and Direction,Halls,Current,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Extended,,,5V TTL,1,1.9,,,,,,,,,,,,,,,,,,,10|12|24|36|48|60|72
AB30A100,Servo Drives,<br>The AB30A100 AxCent™ panel mount servo drive is targeted for centralized control and offers high bandwidth and quick response times.,AB30A100,,Trapezoidal,24|36|48|60|72,20 - 80,,Active,AxCent,Panel Mount,AXCENT_PAN,15,30,None,,186.7 x 108.8 x 26.9,518,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Velocity|Hall Velocity|Tachometer Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,1.1,2.3,,,,,,,,,,,,,,,,,,,24|36|48|60|72
AZB20A8,Servo Drives,<br>The AZB20A8 AxCent™ pcb mount servo motor drive is targeted for centralized control and offers high bandwidth and quick response times.,AZB20A8,,Trapezoidal,10|12|24|36|48|60|72,Oct-80,,Active,AxCent,PCB Mount,AZ_10V_Brushless,12,20,None,,63.5 x 50.8 x 22.9,94.5,±10 V Analog,Halls,Current,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,0.9,1.5,,,,,,,,,,,,,,,,,,,10|12|24|36|48|60|72
DZRALTE-020L080,Servo Drives,<br>The DZRALTE-020L080 DigiFlex® Performance™ pcb mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo driver utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DZRALTE-020L080,,Sinusoidal|Trapezoidal,10|12|24|36|48|60|72,Oct-80,,Active,DigiFlex Performance,PCB Mount,DZR,12,20,Modbus RTU|RS-485/232,,63.5 x 50.8 x 22.9,105,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,5,,5V TTL,0.9,1.5,,,,,,5,3,,,,1,,,,,,,,10|12|24|36|48|60|72
AZXBH25A8,Servo Drives,"<br>The AZXBH25A8 AxCent™ extended environment pcb mount servo motor driver is targeted for centralized control in harsh temperatures or rugged environments, and offers high bandwidth and quick response times.",AZXBH25A8,,Trapezoidal,10|12|24|36|48|60|72,Oct-80,,Active,AxCent,PCB Mount,AZX_10V,12.5,25,None,,76.2 x 50.8 x 22.9,122,±10 V Analog,Halls|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Extended,,,5V TTL,1,1.9,,,,,,,,,,,,,,,,,,,10|12|24|36|48|60|72
AB25A100,Servo Drives,<br>The AB25A100 AxCent™ panel mount servo drive is targeted for centralized control and offers high bandwidth and quick response times.,AB25A100,,Trapezoidal,24|36|48|60|72,20 - 80,,Active,AxCent,Panel Mount,AXCENT_PAN,15,25,None,,129.3 x 75.8 x 25.1,249,±10 V Analog,Halls|Incremental Encoder,Current|Duty Cycle (Open Loop)|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,1.1,1.9,,,,,,,,,,,,,,,,,,,24|36|48|60|72
AZXBH16A20,Servo Drives,"<br>The AZXBH16A20 AxCent™ extended environment pcb mount servo motor driver is targeted for centralized control in harsh temperatures or rugged environments, and offers high bandwidth and quick response times.",AZXBH16A20,,Trapezoidal,48|60|72|96|170,40 - 175,,Discontinued,AxCent,PCB Mount,AZX_10V,8,16,None,,76.2 x 50.8 x 22.9,122,±10 V Analog,Halls|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Extended,,,5V TTL,1.3,2.7,,,,,,,,,,,,,,,,,,,48|60|72|96|170
FE060-25-EM,Servo Drives,<br>The FE060-25-EM FlexPro® pcb mount servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes EtherCAT® communication and is commissioned via a USB interface.,FE060-25-EM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,PCB Mount,FEE,25,50,EtherCAT,Safe Torque Off (STO),38.1 x 25.4 x 16.0,22.7,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Halls|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|Stepper,Motion Engine,Incremental Encoder,EtherCAT,USB,Standard,Universal,,5V TTL,1.4,2.7,,,,,,4,3,,,,1,,,,,,,DescFile-004|,10|12|24|36|48
FE060-25-IPM,Servo Drives,<br>The FE060-25-IPM FlexPro® pcb mount servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes Ethernet/IP communication and is commissioned via a USB interface.,FE060-25-IPM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,PCB Mount,FEIP,25,50,Ethernet/IP,Safe Torque Off (STO),38.1 x 25.4 x 16.0,22.7,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Halls|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|Stepper,Motion Engine,Incremental Encoder,Ethernet/IP,USB,Standard,Universal,,5V TTL,1.4,2.7,,,,,,4,3,,,,1,,,,,,,DescFile-006|,10|12|24|36|48
FD060-25-CM,Servo Drives,"<br>The FD060-25-CM is a servo drive and development board assembly for a FE060-25-CM FlexPro® servo drive with IMPACT™ architecture. Connections to the controller, motor, power, and feedback are simplified through the standard connectors featured on the board. The FD060-25-CM is ideal for prototyping and can be used in production and industrial environments as well.",FD060-25-CM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,Development Board,FDC,25,50,CANopen,Safe Torque Off (STO),114.3 x 91.4 x 26.0,178.5,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Tamagawa|SSI|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,CANopen,USB,Standard,Universal,,5V TTL,1.4,2.7,,,,,,4,3,,,,1,,,,,,,DescFile-005|,10|12|24|36|48
FXM060-25-CM,Servo Drives,"<br>The micro-sized FXM060-25-CM FlexPro® Extended Environment servo drive with IMPACT™ architecture is an all-purpose digital servo drive for centralized or distributed control systems with CANopen communication. Its compact size makes it perfect for any application where space is a limiting factor. This drive is an alternate version of the FXE060-25-CM, featuring convenient connectors instead of direct plug-in, so you can easily integrate it into any system.",FXM060-25-CM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,Machine Embedded,FXMC,25,50,CANopen,Safe Torque Off (STO),50.8 x 25.4 x 22.1,45.4,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Tamagawa|SSI|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,CANopen,USB,Extended,Universal,,5V TTL,1.4,2.7,,,,,,4,3,,,,1,,,,,,,DescFile-005|,10|12|24|36|48
FMP060-25-EM,Servo Drives,<br>The FMP060-25-EM FlexPro® panel mount servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes EtherCAT® communication and is commissioned via a USB interface.,FMP060-25-EM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,Panel Mount,FMPE,25,50,EtherCAT,Safe Torque Off (STO),190.5 x 88.9 x 41.3,484.8,±10 V Analog|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Halls|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|Stepper,Motion Engine,,EtherCAT,USB,Standard,Universal,,5V TTL,1.4,2.7,,,,,,4,3,,,,1,,,,,,,DescFile-004|,10|12|24|36|48
FXE060-25-RM,Servo Drives,<br>The FXE060-25-RM FlexPro® Extended Environment servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive features an RS485/232 interface for network communication and is commissioned via a USB interface.,FXE060-25-RM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,PCB Mount,FXER,25,50,RS-485/232,Safe Torque Off (STO),38.1 x 25.4 x 11.5,19.8,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Tamagawa|SSI|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,RS-485/232,USB,Extended,Universal,,5V TTL,1.4,2.7,,,,,,4,3,,,,1,,,,,,,,10|12|24|36|48
FXM060-25-RM,Servo Drives,"<br>The micro-sized FXM060-25-RM FlexPro® Extended Environment servo drive with IMPACT™ architecture is an all-purpose digital servo drive for centralized or distributed control systems with RS485/232 communication. Its compact size makes it perfect for any application where space is a limiting factor. This drive is an alternate version of the FXE060-25-RM, featuring convenient connectors instead of direct plug-in, so you can easily integrate it into any system.",FXM060-25-RM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,Machine Embedded,FXMR,25,50,RS-485/232,Safe Torque Off (STO),50.8 x 25.4 x 22.1,45.4,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Tamagawa|SSI|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,RS-485/232,USB,Extended,Universal,,5V TTL,1.4,2.7,,,,,,4,3,,,,1,,,,,,,,10|12|24|36|48
FE060-25-RM,Servo Drives,<br>The FE060-25-RM FlexPro® pcb mount servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive features an RS485/232 interface for network communication and is commissioned via a USB interface.,FE060-25-RM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,PCB Mount,FER,25,50,RS-485/232,Safe Torque Off (STO),38.1 x 25.4 x 11.5,19.8,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Tamagawa|SSI|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,RS-485/232,USB,Standard,Universal,,5V TTL,1.4,2.7,,,,,,4,3,,,,1,,,,,,,,10|12|24|36|48
FXM060-25-EM,Servo Drives,"<br>The micro-sized FXM060-25-EM FlexPro® Extended Environment servo drive with IMPACT™ architecture is an all-purpose digital servo drive for centralized or distributed control systems with EtherCAT® communication. Its compact size makes it perfect for any application where space is a limiting factor. This drive is an alternate version of the FXE060-25-EM, featuring convenient connectors instead of direct plug-in, so you can easily integrate it into any system.",FXM060-25-EM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,Machine Embedded,FXME,25,50,EtherCAT,Safe Torque Off (STO),50.8 x 25.4 x 26.0,48.2,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Halls|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|Stepper,Motion Engine,Incremental Encoder,EtherCAT,USB,Extended,Universal,,5V TTL,1.4,2.7,,,,,,4,3,,,,1,,,,,,,DescFile-004|,10|12|24|36|48
FMP060-10-EM,Servo Drives,<br>The FMP060-10-EM FlexPro® panel mount servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes EtherCAT® communication and is commissioned via a USB interface.,FMP060-10-EM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,Panel Mount,FMPE,10,20,EtherCAT,Safe Torque Off (STO),190.5 x 88.9 x 41.3,484.8,±10 V Analog|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Halls|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|Stepper,Motion Engine,,EtherCAT,USB,Standard,Universal,,5V TTL,0.5,1,,,,,,4,3,,,,1,,,,,,,DescFile-004|,10|12|24|36|48
FE060-25-CM,Servo Drives,<br>The FE060-25-CM FlexPro® pcb mount servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes CANopen communication and is commissioned via a USB interface.,FE060-25-CM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,PCB Mount,FEC,25,50,CANopen,Safe Torque Off (STO),38.1 x 25.4 x 11.5,19.8,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Tamagawa|SSI|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,CANopen,USB,Standard,Universal,,5V TTL,1.4,2.7,,,,,,4,3,,,,1,,,,,,,DescFile-005|,10|12|24|36|48
DPRALTR-015B200,Servo Drives,<br>The DPRALTR-015B200 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRALTR-015B200,,Sinusoidal,48|60|72|96|170,40 - 190,,Discontinued,DigiFlex Performance,Panel Mount,DPR_Res,7.5,15,Modbus RTU|RS-485/232,,132.5 x 89.5 x 35.9,486,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|Resolver|Tachometer (±10 VDC),Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,Universal,,5V TTL,1.4,2.7,,,,,,6,4,,,,3,2,,,,,,,48|60|72|96|170
AZBE40A8,Servo Drives,<br>The AZBE40A8 AxCent™ pcb mount servo motor drive is targeted for centralized control and offers high bandwidth and quick response times.,AZBE40A8,,Trapezoidal,10|12|24|36|48|60|72,Oct-80,,Active,AxCent,PCB Mount,AZ_10V_Brushless,20,40,None,,76.2 x 50.8 x 22.9,122,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,1.5,3,,,,,,,,,,,,,,,,,,,10|12|24|36|48|60|72
AZBDC40A8,Servo Drives,<br>The AZBDC40A8 AxCent™ pcb mount servo motor drive is targeted for centralized control and offers high bandwidth and quick response times.,AZBDC40A8,,Trapezoidal,10|12|24|36|48|60|72,Oct-80,,Active,AxCent,PCB Mount,AZ_PWM_Brushless,20,40,None,,76.2 x 50.8 x 22.9,119,PWM and Direction,Halls,Current,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,1.5,3,,,,,,,,,,,,,,,,,,,10|12|24|36|48|60|72
DPRALTE-015B200,Servo Drives,<br>The DPRALTE-015B200 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRALTE-015B200,,Sinusoidal|Trapezoidal,48|60|72|96|170,40 - 190,,Discontinued,DigiFlex Performance,Panel Mount,DPR_Enc,7.5,15,Modbus RTU|RS-485/232,,132.5 x 89.5 x 35.9,486,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,Universal,,5V TTL,1.4,2.7,,,,,,6,4,,,,3,2,,,,,,,48|60|72|96|170
